imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEVQzbGeWVsc2Mr5IqbAy6WGYK_qJWARy5bCDS5dYWc--WDuoAABp-usKZQWxPspJrY8nSKz-L1-gNmkBo8TpDthVQmd8g9bPbmxWr33ZUkQEjkPIBGyWgpaZOEHawyfTj6eXw=w408-h725-k-no,SUNRISE TEA FORT,4.6,23,"House no 203, street no 350",Visakhapatnam,Andhra Pradesh,IN,,+91 79976 66669,Coffee shop,https://www.google.com/maps/search/?api=1&query=SUNRISE%20TEA%20FORT&query_place_id=ChIJh-5-d_5DOToR2qGA922Fink
https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmBPJmRkfr4tWeggL0eRI7Pl_HNVF8rGbR-mbhCVaMSE1LbHN45jUjzl9yYHvdomqlmvl83o-l1kWd19GqzvY1lNNH8J9od0U_g2irMLKsR_bWPlNoyvSdLz0LV-CVXIHQsPq4=w408-h272-k-no,Upland Bistro,4.2,3264,"10-26-1/1, opposite to Waltair Club Road",Visakhapatnam,Andhra Pradesh,IN,http://www.uplandbistro.com/,+91 80882 61886,Continental restaurant,https://www.google.com/maps/search/?api=1&query=Upland%20Bistro&query_place_id=ChIJMUaoAUBDOToRdDF7baDOC84
https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBqxR8iFCQzdY1HbO-xuk-JLvONtq7kbHrb98YnSgOdPeEaq9zMeydBgxFrE2fGJMwU0s-Ov0hMl5mckCTPhMk4FV0SjQAQaG3CUI9WO1qGgyXP34OZyO_fIdrRzzHdgTp6qI4QA=w408-h306-k-no,GREEN VALLEY RESTO CAFE,4.9,8,"Road, near Sampath Vinayaka Temple, behind Vinis Shopping Mall And Old Latha Hospital",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,https://www.google.com/maps/search/?api=1&query=GREEN%20VALLEY%20RESTO%20CAFE&query_place_id=ChIJu6UpeUhDOToRb9ufEUTwKkY
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgCVt8yAQDnWNMWdVUOMRmbwO5_jqTiCkZqTP5plqhmctWAaAkN6-6fjp8MRofI1EGdJ1FWTaNDZd2CkeyGUCFxOJ0anqG7bsnCQ1_pxqbKhrIgOTKonh7uDtAAekS7Vej1N9Q=w408-h544-k-no,Ushasri Tea Time,4.3,75,"GDMC OUTGATE, Ram Nagar Rd, opposite ROYAL FORT HOTELINE",Visakhapatnam,Andhra Pradesh,IN,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Ushasri%20Tea%20Time&query_place_id=ChIJlYz57TdDOToR7LThO7F6CWU
https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_-tkDo9cmpd8l93MKdo9GHgWftvldfhK-B9E8_FaWMbgI27xFUCIvQPpk5rdaMoBW8GbiEYpeu9-4OboPfMoUhny4TQ7fcDVohM_2ayR_Uc0dorMpORbV0ZGePxQsNrJCPTx2=w408-h544-k-no,Teatime Zilla Parishad,4.2,176,"Shop No- 1, Krishna Nagar Rd, near Krishna Hospital",Visakhapatnam,Andhra Pradesh,IN,,,Cafe,https://www.google.com/maps/search/?api=1&query=Teatime%20Zilla%20Parishad&query_place_id=ChIJxSyRplNDOToRZG830BdbjC4
https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJl0cSKLDeTca45xDKGhNtQlRYQ5NlV0M-lvNxpjQiQSNkp3tLr6ALKLvtnCkMBTqC6k97iJdZKu_gsGuWbJ1iFoMjmSk76rYYm9iOaRLMf985sSqkOHuBPsNQGBWHTPNNlTqt2-gVZwOG=w408-h544-k-no,Breadway,4.7,37,"Shop No. 4, VMRDA Commercial Complex, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 63031 37613,Bakery,https://www.google.com/maps/search/?api=1&query=Breadway&query_place_id=ChIJFVQE-GJDOToR7nG01er8WNM
https://lh3.googleusercontent.com/gps-cs-s/APNQkAFenNiku5MeYEhsrLUdQGTVNk_gauAhPOpU48Oy2tLo-B7IrDtK4e3fXhcBetQfvn0w7w-H9KLk1-auVXaf3l-xFzUx7x5qnAu-Crkhe7de5U12WSp_i-L6VpqWISa3yczK20yJrw=w408-h544-k-no,Circars Bistro,4.2,98,"Sai Dakshita Complex, above flying spaghetti monster",Visakhapatnam,Andhra Pradesh,IN,,+91 98851 66652,Bistro,https://www.google.com/maps/search/?api=1&query=Circars%20Bistro&query_place_id=ChIJpSboVu5FOToR32L1bSSg-pc
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGXoHYTyMOYMjZPv3DJpLhzJ4lEyPYlT-KDiwL-7oOQ_VTwU0hGANuGWnm--y3aV9SpmdImKpaSgNNpR4i79Anmf7Q6Rpm_UzwIM2i-gKXUqEdnSa5lL1ScwoHhXpsU63NqcA=w408-h272-k-no,Hotel Meghalaya,3.9,6731,"10-4-15, Ram Nagar Rd",Visakhapatnam,Andhra Pradesh,IN,http://hotelmeghalaya.com/,,Restaurant,https://www.google.com/maps/search/?api=1&query=Hotel%20Meghalaya&query_place_id=ChIJ_____xpDOToRIViQQ9DETnU
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkcwmFsfRoyg24JT2D8_U4MyBeZ2zsajLfIO6lGSFzR67Q1LMzi-FpuEg3NLdoXlPqWq9LjNExTggrkqx4vxIIEYknaWUguF9hj4ubURi5o2JxeaR2Bzwc77BmaHMMZrrmN93D=w408-h306-k-no,KB Cafe (Jupiter Fine Dinning),4,120,P885+R8M,Visakhapatnam,Andhra Pradesh,IN,http://www.kasibhattas.com/,+91 93923 22192,Restaurant,https://www.google.com/maps/search/?api=1&query=KB%20Cafe%20(Jupiter%20Fine%20Dinning)&query_place_id=ChIJu4HHJ8JDOToRrx-VLALjUMM
https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2KTgpxMyhRdZNtVztvihNoila7AnLoF4Vnw45BBaluwfAGfc0MmdWChfFXrI77pApEnkJCnwt9NSGPcEaaNsouiz89vyB2_79mBpaQFrDNpD2HghNcwLYxCJiGoR5mSbuY66RWfh8VdPP=w408-h724-k-no,GOLDEN CAFE,,,"OPPSITE SWEETINDIA, Krishana Garden",Visakhapatnam,Andhra Pradesh,IN,,,Cafe,https://www.google.com/maps/search/?api=1&query=GOLDEN%20CAFE&query_place_id=ChIJzco2qAtDOToR1ORFcpC09bo
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWdwPcp9DgCm_RrUBbuZyeiA7z1mQvApViqXyBwf1YnnsmwjkdD02mXrxlEo_CHYjn0ktzmMwrQ7w8_GCr_FGaNQ2ZNquUXSACiY_vrWCxQqMfByKBx8maTsby4hINyG4thcML21WmHX54=w408-h544-k-no,CHOCO&COAST,3.7,22,"CHOCO N COAST CAFE, Seven hills Hospital Down, Salem Prayer House, opposite Visakhapatnam",Visakhapatnam,Andhra Pradesh,IN,,+91 93467 34781,Cafe,https://www.google.com/maps/search/?api=1&query=CHOCO%26COAST&query_place_id=ChIJWQCTawBDOToR9XKhiNKkAXw
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U70b67hBSOR3WWo64fZOzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.3516&pitch=0&thumbfov=100,Street one cafe,,,"AS Raja Complex, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Street%20one%20cafe&query_place_id=ChIJFwlnfQBDOToRQF3a2Tmb-BE
https://lh3.googleusercontent.com/gps-cs-s/APNQkAFi_Mtyd78iatnfOGUPOPgu6b8Ruqlz06D38VIoFGYh9A-Y_00Edi4kzfCPao7qWJyT5UkoetySYICDgKDMrayO2ahN0DXW4SfAvPl7XOI5OZn-sDvDLJya6U22-ACKQGMYG7hb4UuRahh2=w408-h414-k-no,Samsung Experience Store Dabagarden,4.6,39,"Shop no 1, Tirumala Plaza, DN 30/15/140, Daba Garden Rd, opposite BSNL Office",Visakhapatnam,Andhra Pradesh,IN,https://www.samsungexclusivestores.in/samsung-experience-store-dabagarden-mobile-phone-shop-dabagarden-visakhapatnam-125741/Home,+91 94939 39888,Cell phone store,https://www.google.com/maps/search/?api=1&query=Samsung%20Experience%20Store%20Dabagarden&query_place_id=ChIJMdUu6giDNDoR7Zw_eWq_Upw
https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-nvXPbN2FrVUvbSSkWTHxLGUFuk94GLRe-mnXZ2jYOO6P164-j5Wa5vvwk0A01un69AQrfPiLH2kSFpn1pKRyuJwAH3BmSbkOQ2CCavhtkU_eWcInEEb-9Gkx9rpE2CA26AZf=w408-h544-k-no,Swadham Restaurant,3.8,38,"33-14-81, Main Road, Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89125 35999,Restaurant,https://www.google.com/maps/search/?api=1&query=Swadham%20Restaurant&query_place_id=ChIJ4dc17r5DOToRs4ysmw-oQFA
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HeGAqINlRXA7hxfH1LBqow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.65198&pitch=0&thumbfov=100,SK Hangout Cafe,,,"Shop no 26, TSR Complex, Railway Station Rd",Visakhapatnam,Andhra Pradesh,IN,https://www.skhangout.cafe/,+91 73307 86111,Cafe,https://www.google.com/maps/search/?api=1&query=SK%20Hangout%20Cafe&query_place_id=ChIJ2dGR9k1DOToRwTzssfjP14o
https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBlFfK2WUFOU6xzxdfg3iwEbXnrWKxhvmI3g7dkukL_9wbjgAkSInuX6puVU2kBbZgOS2G4G6wS-WicnhdkozWji2wi9p4NLQstqHo6QQO1oZCqlKr88vgF0KHSlvrB4ePhdeNKQzX9inI=w408-h544-k-no,"Raga multicuisine restaurant , the flavours of konaseema",2.9,54,"Bus Station, opp. Dwaraka",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Raga%20multicuisine%20restaurant%20%2C%20the%20flavours%20of%20konaseema&query_place_id=ChIJ-dXlefFDOToR56TJ7QoFJf8
https://lh3.googleusercontent.com/gps-proxy/ALd4DhF2aCrGbYBgW438nFv7j0U0dIir2ETJmcmlFpmhd8Rkj0CaPxO2t3QM3z90NNckAW6gI6GeNqwwQ9Zw1-LDG5kzzcMwMJgg618ZaanMGvn8WbP_jOpwg4VBBie5s3Sv8_pUcc_tokRJldtiwbvbIklHRJo-vrOgLQwtbd7wykrm_vbNOFsme0HhxtclkMYSKLJ45A=w408-h306-k-no,Vijaya Durga Net World,4.6,18,"P8G2+46G Reliance SMART Bazaar, Station Near Shopping, Side Mahendra Show Room,,, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 98485 31031,Internet,https://www.google.com/maps/search/?api=1&query=Vijaya%20Durga%20Net%20World&query_place_id=ChIJcY4ukSNDOToRQImGf9hHh28
https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8Siifo1is7mZnV5or130V8fA_2y8pPHPbTrU8eXUqIbuPwcECsHj5CDF5FX3qHwBPt3ZMUzfvnIoguZzHS1GazV7KVQpOvDFhK5Qf7SBs9LyExmEAju1pYv36ILaj11UcYGM=w408-h544-k-no,Keeranoor Biryani cafe,1,2,"Shop no 48, TSR Complex",Visakhapatnam,Andhra Pradesh,IN,,+91 73860 13245,Restaurant,https://www.google.com/maps/search/?api=1&query=Keeranoor%20Biryani%20cafe&query_place_id=ChIJD0fvgSNDOToRSxCIHagbjEY
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RTQ1NVWX4reA7LFV1zjxyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.08241&pitch=0&thumbfov=100,Traders Cafe Vizag | Trading Floor,,,"A Square Business Centre, beside Lifestyle",Visakhapatnam,Andhra Pradesh,IN,https://traderscafe.in/,+91 83285 85464,Training center,https://www.google.com/maps/search/?api=1&query=Traders%20Cafe%20Vizag%20%7C%20Trading%20Floor&query_place_id=ChIJvd3MsalDOToR96l-TdRvRac
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kuvnMLWEDUQhrvn4-Cpvcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.02372&pitch=0&thumbfov=100,Study Cafe,5,1,Municipal Officers Colony Rd,Visakhapatnam,Andhra Pradesh,IN,,,Studying center,https://www.google.com/maps/search/?api=1&query=Study%20Cafe&query_place_id=ChIJpfw_1zJDOToRfB7fMvg7pdo
https://lh3.googleusercontent.com/gps-cs-s/APNQkAETkAsyDoLpZ39-VaktqFzFnHtZ_7xJSHA2mz1Jx5znLJWQUgvU-UnBHpgPjvfm7OBLDuG16YLNyBqdNIorixoGZFRqk6PSkM0i7DyJqo7Wi6ep-Bh7GqoFRgrZMUUq6NkM8dOP5Q=w408-h544-k-no,"Keys Select By Lemon Tree Hotel, Visakhapatnam",4.1,4456,75 Feet Rd,Visakhapatnam,Andhra Pradesh,IN,https://www.lemontreehotels.com/keys-select-hotel/visakhapatnam/hotel-visakhapatnam?utm_source=Google&utm_medium=GMB,+91 891 669 4444,Hotel,https://www.google.com/maps/search/?api=1&query=Keys%20Select%20By%20Lemon%20Tree%20Hotel%2C%20Visakhapatnam&query_place_id=ChIJF89LbRxDOToR9GRkmO67rtg
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P106gUFV_5ZAvuJ2s-Y94g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.986068&pitch=0&thumbfov=100,Raju Cafe,,,"40-11-14/1, Kancharapalem Dharmanagar",Visakhapatnam,Andhra Pradesh,IN,,+91 90631 87090,Restaurant,https://www.google.com/maps/search/?api=1&query=Raju%20Cafe&query_place_id=ChIJa6A21QdDOToRm889MQi9m0s
https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHcFlVowSGUghKp91f29sEZZlTlIaPEcucO896L0IBuyVG_lLjS7B-dJyR0setmEugofQc91n8xpimdhhWrmCAO5cnFapAketyb23nnG-_TihU6RFBE1Um240Qzc1Aq0smD9sN=w408-h725-k-no,KONE ELEVATORS,3.8,5,"DOOR NO.10-51-12 WALTAIR WARD, Kailasametta",Visakhapatnam,Andhra Pradesh,IN,,,Cafe,https://www.google.com/maps/search/?api=1&query=KONE%20ELEVATORS&query_place_id=ChIJJ_NDIT5DOToRdfAIhT2dkUI
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G_1kdLhNwGHlU7WtWfGbxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.7346&pitch=0&thumbfov=100,The box cafe vizag,4,1,opp. Rani bomma 1,Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,https://www.google.com/maps/search/?api=1&query=The%20box%20cafe%20vizag&query_place_id=ChIJWRQbQUhDOToRGqE8FArHDdM
https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr1auGwWvelH5no4GpHu6pDGbAN0_jowLEGGEJRxjbSXP7fEbBqktX1pjEbOziYc1bYwpF81ztDEmCRwoGN5gc1eeOAqLcJKvEjcQCk3tqfE_Rlsn1lwK6g09H1UYmxW8weCjT=w408-h723-k-no,BAR2000 Beach Cafe Vizag,5,22,P88F+3VF,Visakhapatnam,Andhra Pradesh,IN,http://www.bar2000.in/,+91 91545 29919,Cafe,https://www.google.com/maps/search/?api=1&query=BAR2000%20Beach%20Cafe%20Vizag&query_place_id=ChIJqy1rCm5DOToRUQVqDpdJa2s
https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdLbBJelwy5d4iRWndMqz9UOGGHjE0wMA_oIUOPlaz1SWZuPYbXtu-YWpvl8_ZnxiuIOLclSHpdkAMMdo5Q-WlIYygWS95aa1a-WOm7kOm6L83UiD7SvMXJkbnGbSmbnejbnUE=w408-h306-k-no,crispy bites- anime cafe,5,8,"Door No.26-15-34 Main Rd, A.V, N Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89194 70970,Chinese restaurant,https://www.google.com/maps/search/?api=1&query=crispy%20bites-%20anime%20cafe&query_place_id=ChIJu_9WUgBDOToRDJK3zB6EB6s
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-HFoOWLPbwzRgCh-8hnftQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.5518&pitch=0&thumbfov=100,Usha Tiffins,5,1,"Bhuvaneshwar Panda, Kota Veedhi",Visakhapatnam,Andhra Pradesh,IN,,+91 79959 80817,Food court,https://www.google.com/maps/search/?api=1&query=Usha%20Tiffins&query_place_id=ChIJI4QGyWZDOToRzF3ScqOEM8w
https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPxar9YwYbc73S5NhlGhbQFl3Z7YzF4sDiYKoD4hVqGzrZRDrmbP79IOEfl3NzFMTlMUSmBR0anWiO9Zal1laMgBh6wCx0lcXFkr8ZGXS8n_mOXr4MEymKc5HkfDBVSJKpFd-t=w408-h272-k-no,Yarada Restaurant,4.1,64,Yarada Rd,Gajuwaka,Andhra Pradesh,IN,,+91 94934 25025,Restaurant,https://www.google.com/maps/search/?api=1&query=Yarada%20Restaurant&query_place_id=ChIJ-5e2YBlDOToRArjTTcn-xNk
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CgpaythBC8c8weAmAlPYbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.7897&pitch=0&thumbfov=100,Pream chand Food centrer,5,3,M75C+3R7,Gajuwaka,Andhra Pradesh,IN,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Pream%20chand%20Food%20centrer&query_place_id=ChIJPxotDQBDOToRAn-IW5EJwwU
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dPVtXzUytLB4vMRU10TWMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.28418&pitch=0&thumbfov=100,Srikanth food center,,,,Gajuwaka,Andhra Pradesh,IN,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Srikanth%20food%20center&query_place_id=ChIJjwI14qRDOToRnEj0-H3fXqc
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EUGM_iHtVednIiA_P_Zq0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.72774&pitch=0&thumbfov=100,Ramesh Tiffin Shop,5,1,"16-168/1, Bch Rd","Gajuvaka, Gajuwaka",Andhra Pradesh,IN,,,Breakfast restaurant,https://www.google.com/maps/search/?api=1&query=Ramesh%20Tiffin%20Shop&query_place_id=ChIJGZm1XABDOToRKw0f3HvJ5Zg
https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5UjfIY9eGLps6gvyMq87k-o5VPkZPIxGvxMQFkHRwajM-3OJZ4OFKWFSmDgsH88QFRK3q24W7DdJUKGoX0R0jGr88ocIrWreL55SyORuzr8QNrieWENwkEIr4G9DmGwHCTMxz=w408-h306-k-no,Mani juice bar,,,Kothuru Colony,Gajuwaka,Andhra Pradesh,IN,,+91 99488 42719,Juice shop,https://www.google.com/maps/search/?api=1&query=Mani%20juice%20bar&query_place_id=ChIJ506stj9DOToR6T1TmfcZdKo
https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPtLjwKO5NHB_ahjEhPVLlUl-Sgb0YmONIO2vvjCXq8iM678aXbllAFMZ_BLFKBFdvygmYJJ0kaGXT4UDW-utieVuiGvjzII8w6l2m5fqZxwxhQwRzAh_rYLHFXho315yufkmNcgzEjKQ=w408-h883-k-no,GATOS Cafe,4.2,10,"Out Gate City, Bus Stop, A.U, Chinna Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=GATOS%20Cafe&query_place_id=ChIJve-s4lVDOToR1SYkvSnOqYA
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y56MTTUKLt4Zg1UprJchwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.247295&pitch=0&thumbfov=100,Dritha's Kitchen,4.5,2,"M7FJ+72W, Dolphin Hill Rd",Gajuwaka,Andhra Pradesh,IN,,,Family restaurant,https://www.google.com/maps/search/?api=1&query=Dritha's%20Kitchen&query_place_id=ChIJiVmeRABDOToRlgyDTaG3mGI
https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_PcUtbfa_iYVEwfeeZFiYHQ-fq9Nuy2fVcONY5tBYWcWEXEHdKjYiRUJrVyM0SVuA0Lw-_I5FfTY04_cfagSI8aIeSek5x-XkTDszVrlOs6UTQNoxLJJSrB67YnnJSSbddWRj=w408-h271-k-no,Mr.A's HOTSPOT restaurant,3.9,7,"Y junction, platinum food court, Dolphin Hill Rd",Gajuwaka,Andhra Pradesh,IN,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Mr.A's%20HOTSPOT%20restaurant&query_place_id=ChIJ3VtkvuZDOToRDYNSwr5bD_w
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfbTgQvOXMijSkBP3vEJctw77OS96S_9QJwhaV-WLDGANG7jBN2l5jynvGvLvNTH7evBdA4et4RD0jnXIVmKTYLWfpQjjiGcQKZOKvyNSxd_Pk9blTWZ5BIv9gnCmvuIjvg0GLn5_uRv0=w408-h544-k-no,Visakha Dairy,5,1,M7FM+86P,Gajuwaka,Andhra Pradesh,IN,,,Ice cream shop,https://www.google.com/maps/search/?api=1&query=Visakha%20Dairy&query_place_id=ChIJ97ABMwBDOToR5mimVD29OtE
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BbKO2GKDpdUuGa3tYwwinA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.67932&pitch=0&thumbfov=100,మనీష్ పాన్ పాస్,,,,Gajuwaka,Andhra Pradesh,IN,,,Restaurant,https://www.google.com/maps/search/?api=1&query=%E0%B0%AE%E0%B0%A8%E0%B1%80%E0%B0%B7%E0%B1%8D%20%E0%B0%AA%E0%B0%BE%E0%B0%A8%E0%B1%8D%20%E0%B0%AA%E0%B0%BE%E0%B0%B8%E0%B1%8D&query_place_id=ChIJtyYvVjtCOToRAZlqCNhrF1c
,Sarvani sweets outdoor food court,,,M7FG+HHW,Gajuwaka,Andhra Pradesh,IN,,,Fast food restaurant,https://www.google.com/maps/search/?api=1&query=Sarvani%20sweets%20outdoor%20food%20court&query_place_id=ChIJXfkCCABDOToRkmDlOrMgwm8
,AMUL ICECREAM,,,"Sector E, 3, Dolphin Hill Rd","Gajuvaka, Gajuwaka",Andhra Pradesh,IN,,+91 85007 35273,Ice cream shop,https://www.google.com/maps/search/?api=1&query=AMUL%20ICECREAM&query_place_id=ChIJLUbNbJVDOToRdg6TBV77yEQ
https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe5kLq-H6twfbVllCAcHgRL4yVPCKQ6CWQ10KBGztEDfjG90VrdjoaJqkXj4l8DLIswGTVpGSwrHtIuHIsXBtKF7j7SDtLbMmIJRnlL8CreYIuUw-vlMLG4hMPBNRVXDVrtwc=w408-h814-k-no,Chennapatnam Filter Coffee | RK Beach,4.2,622,"RK Beach, near NTR Statue",Visakhapatnam,Andhra Pradesh,IN,https://chennapatnamfiltercoffee.com/,+91 94573 09999,Coffee shop,https://www.google.com/maps/search/?api=1&query=Chennapatnam%20Filter%20Coffee%20%7C%20RK%20Beach&query_place_id=ChIJrTn29bxDOToRTGLoQ3Z3kQI
https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwe8FE6b_AF8FVPHzSmT9j6rfLkIg8OXw94RukcQbvue9VgY7P9nm6hmyoXcYj8CyyZjraPbDlJxyLEpLMBJ6l5SYYRIuNBmK5aaCL3EZXpgnVn_a_TbhNxzu6otVj06goPbg_=w408-h316-k-no,Barista Varun INOX,4.3,83,"Barista, Varun Inox, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,http://barista.co.in/privacy-policy/,+91 70934 29269,Cafe,https://www.google.com/maps/search/?api=1&query=Barista%20Varun%20INOX&query_place_id=ChIJs_gwQlVDOToRdqPfGNFSgWg
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMvMUn7r79DXSnlE85C5Z0D9Yti1xcteVN7AUrwshzrQMX4yzsC6j1q3hYTBIHovLwOrHsFUEJpDYDdkxZqvm13uxy9UAYJr1Rl3EQie7lS8SZ-uTfxndTxy49SoGHoJAP=w426-h240-k-no,Pastry Coffee n' Conversation,4.1,236,"Shop 21, Siripuram Cir",Visakhapatnam,Andhra Pradesh,IN,,+91 91009 31952,Cafe,https://www.google.com/maps/search/?api=1&query=Pastry%20Coffee%20n'%20Conversation&query_place_id=ChIJv0GxnbJDOToRBmWeJjMnYDo
https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCHZXRl_bCVQK5Og0rPXR-U-rxEjvSzBrxea5iPv4JOZ58AldTm6zvHhZCxjB6VOIjKIerAWRSxHp1NPJQC_OWFjT2ZX-Ho6E5b0h0hmycnMghMXqbCK6_L2ZIRv1HKZ2bcDO4NnMqpcMS=w408-h306-k-no,The Coffee Bar your's next stop,4.9,14,"Town Kotha Rd, beside street",Visakhapatnam,Andhra Pradesh,IN,https://www.instagram.com/_the_coffeebar_?igsh=MWRtYXo5NGx6ZHpwMg==,+91 84640 57795,Coffee shop,https://www.google.com/maps/search/?api=1&query=The%20Coffee%20Bar%20your's%20next%20stop&query_place_id=ChIJJc_WjTdDOToRy96h-3IUSc0
https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdvgulffYc_qS6FsIfGLL75EVH83bBAoLvoMGqDV91btw7EvsY92ztxj0Riq5xYRKjoxfkHALU6nWqYd3Ttxy85glOfNmztSZic7967z475fa1K83gzKiBZykv6yBi08_3U3U=w408-h725-k-no,Eat & Sip,4.9,20,Town Kotha Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 81870 66201,Cafe,https://www.google.com/maps/search/?api=1&query=Eat%20%26%20Sip&query_place_id=ChIJGQQEAVBDOToRj5YzDnByHVk
https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYi8J_NhxlgbgjBMDSRfAzrxi4qa_hbNJM3V88I-nD3cHCsZRPr3_fT1k9BUEbFOE9svQjQkP_chHrLxK-NBBGYH1ZgN1iIt3SH53Q8eNdtS_LbkfJeNIwPN15a8DncU0kePQj7w=w408-h491-k-no,Juzzy Cafe,3,1,"Main Rd, opposite super bazzar",Visakhapatnam,Andhra Pradesh,IN,,+91 80198 28383,Cafe,https://www.google.com/maps/search/?api=1&query=Juzzy%20Cafe&query_place_id=ChIJ4yb-IgBDOToRiX-Im9jWLQg
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J4bbX0ZTYuTlAtxvwt99wQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.8964&pitch=0&thumbfov=100,City Net Cafe,4.1,20,"D No.21-32-13, Kotha Road,Town Kotha Road, Beside Mothers School",Visakhapatnam,Andhra Pradesh,IN,http://business.google.com/website/city-net-cafe,+91 90000 74934,Internet cafe,https://www.google.com/maps/search/?api=1&query=City%20Net%20Cafe&query_place_id=ChIJRZp7QwFDOToRJLpc_DJRteY
https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBxuDnC7dkFUjHldNs9LQ93rGtLTbzxXOadr29gJ3BrQayBXFt0M9qMGPLQrcqoGxwYbmoNDjCzILGuiMJeOeOl0-hojeh0-MIEUDPOlj87MofHJ6GvnqDFAebAdI7j228mYRa=w408-h725-k-no,The Coffee House,4.3,7,"Hema's, Hotel Supreme Rd",Visakhapatnam,Andhra Pradesh,IN,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=The%20Coffee%20House&query_place_id=ChIJnWJOHwBDOToRiwgyHryUntw
